product_id,user_id,rating
190,1,5
190,2,5
190,3,5
190,4,5
190,5,5
190,6,5
190,7,5
190,8,5
190,9,5
190,10,5
190,11,5
190,12,5
190,13,5
190,14,5
190,15,5
190,16,5
190,17,5
190,18,5
190,19,5
190,20,5
190,21,5
190,22,5
190,23,5
190,24,5
190,25,5
190,26,5
190,27,5
190,28,5
190,29,5
190,30,5
190,31,5
190,32,5
190,33,5
190,34,5
190,35,5
190,36,5
190,37,5
190,38,5
190,39,5
190,40,5
190,41,5
190,42,5
190,43,5
190,44,5
190,45,5
190,46,5
190,47,5
190,48,5
190,49,5
190,50,5
190,51,5
190,52,5
190,53,5
190,54,4
190,55,4
190,56,4
190,57,4
190,58,4
190,33,4
190,59,4
190,60,4
190,61,4
190,62,4
190,63,4
190,64,4
190,65,4
190,40,4
190,66,4
190,67,4
190,68,4
190,69,4
190,70,4
190,71,4
190,72,4
190,73,4
190,74,4
190,75,4
190,76,4
190,77,4
190,78,4
190,79,4
190,80,4
190,81,4
190,82,4
190,83,4
190,84,4
190,85,4
190,86,4
190,87,4
190,88,4
190,89,4
190,90,4
190,91,4
190,92,4
190,93,4
190,94,4
190,95,4
190,96,4
190,97,4
190,98,4
190,99,4
190,100,4
190,101,4
190,102,4
190,103,4
190,104,4
190,105,3
190,106,3
190,107,3
190,108,3
190,109,3
190,110,3
190,111,3
190,112,3
190,113,3
190,114,3
190,115,3
190,116,3
190,117,3
190,118,3
190,119,3
190,120,3
190,121,3
190,122,3
190,123,3
190,124,3
190,125,3
190,126,3
190,127,3
190,128,3
190,129,3
190,130,3
190,131,3
190,132,3
190,133,3
190,134,3
190,135,3
190,136,3
190,137,3
190,138,3
190,139,3
190,140,3
190,141,3
190,142,3
190,143,3
190,144,3
190,145,3
190,146,3
190,147,3
190,148,2
190,149,2
190,150,2
190,151,2
190,152,2
190,153,2
190,154,2
190,155,2
190,156,2
190,157,2
190,158,2
190,159,1
190,160,1
190,161,1
190,162,1
190,163,1
190,164,1
190,165,1
190,166,1
190,167,1
190,168,1
190,169,1
190,170,1
190,171,1
190,172,1
190,173,1
190,174,1
190,175,1
190,176,1
190,177,1
190,178,1
190,179,1
190,180,1
190,181,1
190,182,1
191,183,5
191,184,5
191,185,5
191,186,5
191,187,5
191,188,5
191,189,5
191,190,5
191,191,5
191,192,5
191,193,5
191,194,5
191,195,5
191,196,5
191,197,5
191,198,5
191,199,5
191,200,5
191,201,5
191,202,5
191,203,5
191,204,5
191,205,5
191,206,5
191,207,5
191,208,5
191,209,5
191,210,5
191,211,5
191,212,5
191,213,5
191,214,5
191,59,5
191,215,5
191,216,5
191,217,5
191,218,5
191,219,5
191,220,5
191,221,5
191,222,5
191,223,5
191,224,5
191,225,5
191,226,5
191,227,5
191,228,5
191,229,5
191,230,5
191,231,5
191,232,5
191,233,4
191,234,4
191,235,4
191,236,4
191,109,4
191,171,4
191,237,4
191,238,4
191,239,4
191,240,4
191,241,4
191,242,4
191,243,4
191,244,4
191,245,4
191,246,4
191,247,4
191,248,4
191,249,4
191,250,4
191,251,4
191,252,4
191,253,4
191,254,4
191,255,4
191,256,4
191,257,4
191,258,4
191,259,4
191,260,4
191,261,4
191,262,4
191,263,4
191,264,4
191,265,4
191,266,4
191,267,4
191,268,4
191,269,4
191,270,4
191,271,4
191,272,4
191,273,4
191,274,4
191,275,4
191,276,4
191,277,4
191,278,4
191,279,4
191,280,4
191,281,4
191,282,4
191,283,4
191,284,4
191,285,3
191,286,3
191,287,3
191,288,3
191,289,3
191,290,3
191,291,3
191,292,3
191,241,3
191,167,3
191,293,3
191,294,3
191,295,3
191,296,3
191,297,3
191,298,3
191,299,3
191,300,3
191,301,3
191,302,3
191,303,3
191,304,3
191,305,3
191,306,3
191,307,3
191,308,3
191,309,3
191,310,3
191,141,3
191,311,3
191,312,3
191,313,3
191,199,3
191,314,2
191,315,2
191,316,1
191,317,1
191,318,1
191,319,1
191,320,1
191,321,1
191,322,1
191,109,1
191,323,1
191,324,1
192,325,5
192,326,5
192,327,5
192,40,5
192,328,5
192,329,5
192,330,5
192,331,5
192,332,5
192,333,5
192,334,5
192,335,5
192,336,5
192,337,5
192,338,5
192,339,5
192,340,5
192,341,5
192,342,5
192,343,5
192,86,5
192,344,5
192,345,5
192,346,5
192,347,5
192,348,5
192,349,5
192,350,5
192,351,5
192,352,5
192,353,5
192,354,5
192,355,5
192,356,5
192,357,5
192,358,5
192,359,5
192,360,5
192,361,5
192,362,5
192,363,5
192,364,5
192,299,5
192,365,5
192,366,5
192,367,5
192,368,5
192,369,5
192,370,5
192,371,5
192,372,5
192,373,5
192,374,5
192,375,4
192,376,4
192,377,4
192,378,4
192,379,4
192,380,4
192,381,4
192,382,4
192,383,4
192,199,4
192,384,4
192,385,4
192,386,4
192,387,4
192,80,4
192,388,4
192,389,4
192,390,4
192,391,4
192,392,4
192,63,4
192,393,4
192,394,4
192,50,4
192,395,4
192,396,4
192,397,4
192,398,4
192,399,4
192,400,4
192,401,4
192,402,4
192,403,4
192,404,4
192,405,4
192,406,4
192,407,4
192,408,4
192,409,4
192,410,4
192,411,4
192,412,4
192,413,4
192,414,4
192,415,4
192,416,4
192,417,4
192,418,4
192,419,4
192,420,4
192,421,4
192,422,4
192,423,4
192,424,4
192,425,3
192,426,3
192,427,3
192,428,3
192,429,3
192,430,3
192,431,3
192,432,3
192,433,3
192,434,3
192,324,3
192,435,3
192,436,3
192,437,3
192,438,3
192,439,3
192,440,3
192,441,3
192,442,3
192,443,3
192,444,3
192,445,3
